date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:28%20GMT	https://nathanfx/wp-content/uploads/2024/06/h1_bg-left.png%20807w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-left-450x361.png%20450w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-left-800x642.png%20800w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-left-300x241.png%20300w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-left-768x617.png%20768w	nathanfx/wp-content/uploads/2024/06/h1_bg-left.png%20807w,%20https_/nathanfx/wp-content/uploads/2024/06/h1_bg-left-450x361.png%20450w,%20https_/nathanfx/wp-content/uploads/2024/06/h1_bg-left-800x642.png%20800w,/h1_bg-left-768x617.50.d	(from https://nathanfx/)
13:22:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:29%20GMT	https://nathanfx/wp-content/uploads/2024/06/h1_bg-right.png%20780w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-right-450x323.png%20450w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-right-300x215.png%20300w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-right-768x550.png%20768w,%20https://nathanfx/wp-content/uploads/2024/06/h1_bg-right-600x430.png%20600w	nathanfx/wp-content/uploads/2024/06/h1_bg-right.png%20780w,%20https_/nathanfx/wp-content/uploads/2024/06/h1_bg-right-450x323.png%20450w,%20https_/nathanfx/wp-content/uploads/2024/06/h1_bg-right-300x215.png%2030/h1_bg-right-600x430.4e	(from https://nathanfx/)
13:22:30	169775/169775	---M--	200	added ('OK')	image/png	etag:%222972f-6862b15f-2bae25e823d069a3;;;%22	https://nathanfx/wp-content/uploads/2025/06/2-576x1024.png	nathanfx/wp-content/uploads/2025/06/2-576x1024.png	(from https://nathanfx/)
13:22:31	182590/182590	---M--	200	added ('OK')	image/png	etag:%222c93e-6862b14b-b867ac91ea116ec8;;;%22	https://nathanfx/wp-content/uploads/2025/06/11-576x1024.png	nathanfx/wp-content/uploads/2025/06/11-576x1024.png	(from https://nathanfx/)
13:22:32	174688/174688	---M--	200	added ('OK')	image/png	etag:%222aa60-6862b122-82bbea946edc5420;;;%22	https://nathanfx/wp-content/uploads/2025/06/10-576x1024.png	nathanfx/wp-content/uploads/2025/06/10-576x1024.png	(from https://nathanfx/)
13:22:32	89126/89126	---M--	200	added ('OK')	image/png	etag:%2215c26-6862b100-f33dd86ffe454d46;;;%22	https://nathanfx/wp-content/uploads/2025/06/9-576x1024.png	nathanfx/wp-content/uploads/2025/06/9-576x1024.png	(from https://nathanfx/)
13:22:34	95957/95957	---M--	200	added ('OK')	image/png	etag:%22176d5-688d18a7-1eed50dcfda8abdc;;;%22	https://nathanfx/wp-content/uploads/2025/06/8-576x1024.png	nathanfx/wp-content/uploads/2025/06/8-576x1024.png	(from https://nathanfx/)
13:22:35	122940/122940	---M--	200	added ('OK')	image/png	etag:%221e03c-688d18c6-565cf3a07b513008;;;%22	https://nathanfx/wp-content/uploads/2025/06/6-576x1024.png	nathanfx/wp-content/uploads/2025/06/6-576x1024.png	(from https://nathanfx/)
13:22:36	195817/195817	---M--	200	added ('OK')	image/png	etag:%222fce9-688d18af-a458fc1598dd97d7;;;%22	https://nathanfx/wp-content/uploads/2025/06/5-768x1365.png	nathanfx/wp-content/uploads/2025/06/5-768x1365.png	(from https://nathanfx/)
13:22:37	193528/193528	---M--	200	added ('OK')	image/png	etag:%222f3f8-688d18c6-3cafead586cde837;;;%22	https://nathanfx/wp-content/uploads/2025/06/6-768x1365.png	nathanfx/wp-content/uploads/2025/06/6-768x1365.png	(from https://nathanfx/)
13:22:38	281215/281215	---M--	200	added ('OK')	image/png	etag:%2244a7f-6862b1a1-c4e07fc5ecce595b;;;%22	https://nathanfx/wp-content/uploads/2025/06/4-768x1365.png	nathanfx/wp-content/uploads/2025/06/4-768x1365.png	(from https://nathanfx/)
13:22:39	124547/124547	---M--	200	added ('OK')	image/png	etag:%221e683-6862b17c-a0fbab42e858a367;;;%22	https://nathanfx/wp-content/uploads/2025/06/3-768x1365.png	nathanfx/wp-content/uploads/2025/06/3-768x1365.png	(from https://nathanfx/)
13:22:40	277108/277108	---M--	200	added ('OK')	image/png	etag:%2243a74-6862b16e-db33248aad5a5868;;;%22	https://nathanfx/wp-content/uploads/2025/06/2-768x1365.png	nathanfx/wp-content/uploads/2025/06/2-768x1365.png	(from https://nathanfx/)
13:22:41	300491/300491	---M--	200	added ('OK')	image/png	etag:%22495cb-6862b159-babc3103d292e393;;;%22	https://nathanfx/wp-content/uploads/2025/06/11-768x1365.png	nathanfx/wp-content/uploads/2025/06/11-768x1365.png	(from https://nathanfx/)
13:22:42	206964/206964	---M--	200	added ('OK')	image/png	etag:%2232874-688d189d-bfecf2a8938d6a71;;;%22	https://nathanfx/wp-content/uploads/2025/06/7-768x1365.png	nathanfx/wp-content/uploads/2025/06/7-768x1365.png	(from https://nathanfx/)
13:22:43	161602/161602	---M--	200	added ('OK')	image/png	etag:%2227742-688d18a9-2704c247004bc925;;;%22	https://nathanfx/wp-content/uploads/2025/06/8-768x1365.png	nathanfx/wp-content/uploads/2025/06/8-768x1365.png	(from https://nathanfx/)
13:22:44	141214/141214	---M--	200	added ('OK')	image/png	etag:%222279e-6862b10e-28f7aa5db07e40b5;;;%22	https://nathanfx/wp-content/uploads/2025/06/9-768x1365.png	nathanfx/wp-content/uploads/2025/06/9-768x1365.png	(from https://nathanfx/)
13:22:45	281698/281698	---M--	200	added ('OK')	image/png	etag:%2244c62-6862b132-f454af880aed240c;;;%22	https://nathanfx/wp-content/uploads/2025/06/10-768x1365.png	nathanfx/wp-content/uploads/2025/06/10-768x1365.png	(from https://nathanfx/)
13:22:45	37116/37116	---M--	200	added ('OK')	image/jpeg	etag:%2290fc-683c4cba-4f023d7a20d0923f;;;%22	https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-768x768.jpg	nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-768x768.jpg	(from https://nathanfx/)
13:22:46	37551/37551	---M--	200	added ('OK')	image/jpeg	etag:%2292af-683c4cc1-2b1068e193b19e3d;;;%22	https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-768x768.jpg	nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-768x768.jpg	(from https://nathanfx/)
13:22:47	33695/33695	---M--	200	added ('OK')	image/jpeg	etag:%22839f-683c4cc7-7610ade58c04835d;;;%22	https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-768x768.jpg	nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-768x768.jpg	(from https://nathanfx/)
13:22:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:47%20GMT	https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-768x768.jpg%20768w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-1024x1024.jpg%201024w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-150x150.jpg%20150w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-450x450.jpg%20450w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-800x800.jpg%20800w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version.jpg%201080w	nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-768x768.jpg%20768w,%20https/nathanfx/wp-content/uploads/2025/04/Team-Mike-Final-Version-300x300.jpg%20300w,%20https/nathanfx/wp-content/uploads/2025/Team-Mike-Final-Version	(from https://nathanfx/)
13:22:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:48%20GMT	https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-768x768.jpg%20768w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-1024x1024.jpg%201024w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-150x150.jpg%20150w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-450x450.jpg%20450w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-800x800.jpg%20800w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version.jpg%201080w	nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-768x768.jpg%20768w,%20https/nathanfx/wp-content/uploads/2025/04/Team-Emma-Final-Version-300x300.jpg%20300w,%20https/nathanfx/wp-content/uploads/2025/Team-Emma-Final-Version	(from https://nathanfx/)
13:22:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:49%20GMT	https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-768x768.jpg%20768w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-1024x1024.jpg%201024w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-150x150.jpg%20150w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-450x450.jpg%20450w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-800x800.jpg%20800w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version.jpg%201080w	nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-768x768.jpg%20768w,%20http/nathanfx/wp-content/uploads/2025/04/Team-David-Final-Version-300x300.jpg%20300w,%20http/nathanfx/wp-content/uploads/2025/Team-David-Final-Versio	(from https://nathanfx/)
13:22:50	35825/35825	---M--	200	added ('OK')	image/jpeg	etag:%228bf1-683c4ccd-be73d2c21056a0de;;;%22	https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-768x768.jpg	nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-768x768.jpg	(from https://nathanfx/)
13:22:50	44362/44362	---M--	200	added ('OK')	image/jpeg	etag:%22ad4a-683c4cd4-19d03eeede808967;;;%22	https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-768x768.jpg	nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-768x768.jpg	(from https://nathanfx/)
13:22:51	15629/15629	---M--	200	added ('OK')	image/jpeg	etag:%223d0d-683c4a59-8b0f4a3852b20570;;;%22	https://nathanfx/wp-content/uploads/2024/06/team-6.jpg	nathanfx/wp-content/uploads/2024/06/team-6.jpg	(from https://nathanfx/)
13:22:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:51%20GMT	https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-768x768.jpg%20768w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-1024x1024.jpg%201024w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-150x150.jpg%20150w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-450x450.jpg%20450w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-800x800.jpg%20800w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version.jpg%201080w	nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-768x768.jpg%20768w,%20htt/nathanfx/wp-content/uploads/2025/04/Team-Joshua-Final-Version-300x300.jpg%20300w,%20htt/nathanfx/wp-content/uploads/2025/Team-Joshua-Final-Versi	(from https://nathanfx/)
13:22:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:52%20GMT	https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-768x768.jpg%20768w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-1024x1024.jpg%201024w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-150x150.jpg%20150w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-450x450.jpg%20450w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-800x800.jpg%20800w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version.jpg%201080w	nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-768x768.jpg%20768w,%20htt/nathanfx/wp-content/uploads/2025/04/Team-Olivia-Final-Version-300x300.jpg%20300w,%20htt/nathanfx/wp-content/uploads/2025/Team-Olivia-Final-Versi	(from https://nathanfx/)
13:22:53	134124/134124	---M--	200	added ('OK')	image/png	etag:%2220bec-683c4bc7-ee14953582c19e1f;;;%22	https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-768x913.png	nathanfx/wp-content/uploads/2025/04/bottom_section-1-768x913.png	(from https://nathanfx/)
13:22:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:53%20GMT	https://nathanfx/wp-content/uploads/2024/06/team-6.jpg%20410w,%20https://nathanfx/wp-content/uploads/2024/06/team-6-100x100.jpg%20100w,%20https://nathanfx/wp-content/uploads/2024/06/team-6-300x300.jpg%20300w,%20https://nathanfx/wp-content/uploads/2024/06/team-6-150x150.jpg%20150w	nathanfx/wp-content/uploads/2024/06/team-6.jpg%20410w,%20https_/nathanfx/wp-content/uploads/2024/06/team-6-100x100.jpg%20100w,%20https_/nathanfx/wp-content/uploads/2024/06/team-6-300x300.jpg%20300w,%20https_/fore/team-6-150x150.6f.delay	(from https://nathanfx/)
13:22:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:54%20GMT	https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-768x913.png%20768w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-450x535.png%20450w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-800x951.png%20800w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-252x300.png%20252w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-861x1024.png%20861w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-1292x1536.png%201292w,%20https://nathanfx/wp-content/uploads/2025/04/bottom_section-1-1722x2048.png%201722w	nathanfx/wp-content/uploads/2025/04/bottom_section-1-768x913.png%20768w,%20https_/nathanfx/wp-content/uploads/2025/04/bottom_section-1-450x535.png%20450w,%20https_/nathanfx/wp-content/uploads/2025/04/bottom_s/bottom_section-1-1722x2	(from https://nathanfx/)
13:22:56	27495/27495	---M--	200	added ('OK')	image/jpeg	etag:%226b67-683c4ca8-1705d63b10c0f206;;;%22	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg	(from https://nathanfx/)
13:22:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:57%20GMT	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg%20820w,%20https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-1290x880.jpg%201290w	(from https://nathanfx/)
13:22:58	101012/101012	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Aug%202025%2010:22:57%20GMT	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg%20820w,%20https:/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1-1290x880.jpg%201290w	(from https://nathanfx/)
13:22:58	45830/45830	---M--	200	added ('OK')	image/jpeg	etag:%22b306-683c4c9f-cf688aa7abc43afa;;;%22	https://nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg	nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg	(from https://nathanfx/)
13:22:58	338347/338347	---M--	200	added ('OK')	image/jpeg	etag:%22529ab-683c4cb5-79620ed31243967e;;;%22	https://nathanfx/wp-content/uploads/2025/04/Getting-Started-with-Forex-Trading-Setting-Up-Your-First-Account.jpg	nathanfx/wp-content/uploads/2025/04/Getting-Started-with-Forex-Trading-Setting-Up-Your-First-Account.jpg	(from https://nathanfx/)
13:22:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:59%20GMT	https://nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg%20820w,%20https://nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:01	101032/101032	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Aug%202025%2010:23:00%20GMT	https://nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg%20820w,%20https:/nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/Common-Forex-Trading-Mistakes-and-How-to-Avoid-Them-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:02	120044/120044	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:01%20GMT	https://nathanfx/category/forex-rr/	nathanfx/category/forex-rr/index.html	(from https://nathanfx/)
13:23:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:23:01%20GMT	https://nathanfx/author/mike/	nathanfx/author/mike/index.html	(from https://nathanfx/)
13:23:02	27495/27495	---M--	200	added ('OK')	image/jpeg	etag:%226b67-683c4c97-948cb63767c6e75f;;;%22	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg	(from https://nathanfx/)
13:23:03	114006/114006	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:01%20GMT	https://nathanfx/why-forex-trading-signals-can-be-a-game-changer/	nathanfx/why-forex-trading-signals-can-be-a-game-changer/index.html	(from https://nathanfx/)
13:23:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:23:03%20GMT	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg%20820w,%20https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:04	118261/118261	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:03%20GMT	https://nathanfx/common-forex-trading-mistakes-and-how-to-avoid-them/	nathanfx/common-forex-trading-mistakes-and-how-to-avoid-them/index.html	(from https://nathanfx/)
13:23:05	101004/101004	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Aug%202025%2010:23:04%20GMT	https://nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg%20820w,%20https:/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-820x560.jpg%20820w,%20https_/nathanfx/wp-content/uploads/2025/04/2-How-to-Create-a-Winning-Forex-Trading-Plan-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:06	48076/48076	---M--	200	added ('OK')	image/jpeg	etag:%22bbcc-683c4c90-83572f980e7c239f;;;%22	https://nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-820x560.jpg	nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-820x560.jpg	(from https://nathanfx/)
13:23:07	116127/116127	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:06%20GMT	https://nathanfx/how-to-create-a-winning-forex-trading-plan/	nathanfx/how-to-create-a-winning-forex-trading-plan/index.html	(from https://nathanfx/)
13:23:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:23:07%20GMT	https://nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-820x560.jpg%20820w,%20https://nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Econom/nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:09	101068/101068	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Aug%202025%2010:23:08%20GMT	https://nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-820x560.jpg%20820w,%20https:/nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-1290x880.jpg%201290w	nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Econom/nathanfx/wp-content/uploads/2025/04/Forex-Trading-Fundamentals-Understanding-Economic-Indicators-1290x880.jpg%201290w	(from https://nathanfx/)
13:23:10	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2010:23:10%20GMT	https://nathanfx/wp-login.php?action=register	nathanfx/wp-login0ddc.php	(from https://nathanfx/)
13:23:11	114718/114718	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:10%20GMT	https://nathanfx/forex-trading-fundamentals/	nathanfx/forex-trading-fundamentals/index.html	(from https://nathanfx/)
13:23:12	7249/7249	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:11%20GMT	https://nathanfx/wp-login.php?registration=disabled	nathanfx/wp-loginc94b.html	(from https://nathanfx/)
13:23:13	3118/3118	---MCZ	200	added ('OK')	text/css	etag:W/%22c2e-68224011-d53adf01d2ea31d5;br%22	https://nathanfx/wp-content/plugins/woocommerce-gateway-stripe/build/upe_blocks.css?ver=01e38ce4a409d9a2ff015f6088fdd03e	nathanfx/wp-content/plugins/woocommerce-gateway-stripe/build/upe_blocks5f8e.css	(from https://nathanfx/)
13:23:14	145011/145011	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:13%20GMT	https://nathanfx/about-us/	nathanfx/about-us/index.html	(from https://nathanfx/)
13:23:14	12613/12613	---MCZ	200	added ('OK')	text/css	etag:W/%223145-68336b85-4e31d30ee59d2f8;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksadac.css	(from https://nathanfx/)
13:23:15	141857/141857	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:13%20GMT	https://nathanfx/join-us/	nathanfx/join-us/index.html	(from https://nathanfx/)
13:23:15	112221/112221	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:13%20GMT	https://nathanfx/my-account/lost-password/	nathanfx/my-account/lost-password/index.html	(from https://nathanfx/)
13:23:16	161714/161714	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:15%20GMT	https://nathanfx/checkout/	nathanfx/checkout/index.html	(from https://nathanfx/)
13:23:16	111129/111129	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:15%20GMT	https://nathanfx/calculator/	nathanfx/calculator/index.html	(from https://nathanfx/)
13:23:16	1242/1242	---MCZ	200	added ('OK')	text/css	etag:W/%224da-688d441c-23c11d48b5b939b6;br%22	https://nathanfx/wp-content/uploads/elementor/css/post-9962.css?ver=1754088476	nathanfx/wp-content/uploads/elementor/css/post-99624ad7.css	(from https://nathanfx/)
13:23:18	116508/116508	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:17%20GMT	https://nathanfx/dashboard/	nathanfx/dashboard/index.html	(from https://nathanfx/)
13:23:18	108444/108444	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:17%20GMT	https://nathanfx/eui1dghhkdas-book/	nathanfx/eui1dghhkdas-book/index.html	(from https://nathanfx/)
13:23:18	107362/107362	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:23:18%20GMT	https://nathanfx/fulfillment-policy/	nathanfx/fulfillment-policy/index.html	(from https://nathanfx/)
13:23:19	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212a8-66fa3303-70cd5fc7f9cf460e;br%22	https://nathanfx/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	nathanfx/wp-includes/js/dist/hooks.min4fdd.js	(from https://nathanfx/)
